match_id,event_id,scout_name,team_num,match_num,auton_midline,auton_scored_high,auton_shot_high,auton_high_percent,auton_scored_low,auton_shot_low,auton_low_percent,auton_gears,auton_rotors,driver_skill,human_skill,defense_skill,shooter_range,bot_type,fuel_loading_method,high_balls_scored,high_balls_shot,high_balls_percent,low_balls_scored,low_balls_shot,low_balls_percent,gears_loading_method,gears_placed,gears_attempted,teleop_rotors,climb,comments
303,1,Alyssa,2191,53,yes,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,Shooter,Autoloader,3,17,0,0,0,0,Human,0,0,1,no,Dropped gear; gear got stuck in loader
304,1,Trey,423,45,yes,0,0,0,0,0,0,0,0,3,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,0,0,2,no,
305,1,Trey Hip,204,43,no,0,0,0,0,0,0,0,0,3,3,2,UNKNOWN,Shooter,Human,0,0,0,0,0,0,UNKNOWN,0,0,2,yes,
306,1,Caleb,433,53,no,0,0,0,0,0,0,1,0,4,4,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,1,yes,
307,1,David,5181,45,yes,0,0,0,0,0,0,0,0,4,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,1,1,yes,trouble getting gears on peg
308,1,Ava,2234,45,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Defender,Autoloader,2,5,40,0,0,0,UNKNOWN,0,0,0,no,did donuts
309,1,Ava,2234,45,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Defender,Autoloader,2,5,40,0,0,0,UNKNOWN,0,0,0,no,did donuts
310,1,David,304,43,yes,0,0,0,0,0,0,0,0,3,4,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,UNKNOWN,3,3,1,yes,
311,1,Sanjna,423,53,no,0,0,0,0,0,0,0,0,2,3,1,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,1,3,yes,
312,1,Mei Rose,5420,43,yes,0,0,0,0,0,0,0,0,4,4,4,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,1,2,yes,Blocked Alliance partner
313,1,Trey,708,48,yes,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,Gear,Floor,0,0,0,0,0,0,Floor,0,0,3,no,
314,1,Justin,5420,46,yes,0,0,0,0,0,0,0,0,2,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,2,1,no,
315,1,Connor,433,43,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,
316,1,Sanjna,4342,54,no,0,0,0,0,0,0,1,0,3,3,1,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,1,3,yes,Side gear auton; slow; may not be able to oppose strong defense
317,1,Justin,2191,45,yes,0,0,0,0,0,0,0,0,3,5,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,2,2,3,no,
318,1,Ava Peri,2095,43,yes,0,0,0,0,0,0,0,0,3,3,2,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,no,Just drove in circles in the same spot
319,1,Justin,225,46,yes,18,30,0,0,0,0,0,0,5,5,3,UNKNOWN,Shooter,UNKNOWN,30,40,75,0,0,0,UNKNOWN,0,0,2,no,
320,1,Ava,5490,42,yes,0,0,0,0,0,0,0,0,3,3,2,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,UNKNOWN,1,1,0,no,Kept going up and down when climbing; didn't successfully climb
321,1,Justin,1495,47,yes,0,0,0,0,0,0,0,0,3,5,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,yes,fast climb
322,1,Mei Rose,1218,42,no,0,0,0,0,0,0,0,0,2,2,2,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,Human,0,0,2,yes,had some kind of problem
323,1,Ava,321,48,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,3,0,yes,had trouble climbing
324,1,Connor,423,42,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,2,yes,
325,1,Trey Hippensteal,6226,42,yes,0,0,0,0,0,0,1,1,3,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,1,3,yes,
326,1,Connor,5490,48,yes,0,0,0,0,0,0,0,0,2,2,2,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,0,1,1,no,
327,1,Justin,1811,42,yes,0,0,0,0,0,0,0,0,5,5,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,3,3,2,yes,
328,1,Mei Rose,1168,48,yes,0,0,0,0,0,0,0,1,3,3,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,0,0,1,no,tried defense
329,1,Trey,203,50,yes,0,0,0,0,0,0,0,0,3,3,2,UNKNOWN,Stand-Alone,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,2,yes,
330,1,Cole,2191,58,yes,0,0,0,0,0,0,0,0,3,3,3,,Defender,Floor,6,20,0,0,0,0,Human,1,2,2,yes,
331,1,Sanjna,2539,58,yes,0,0,0,0,0,0,0,0,3,2,1,UNKNOWN,Shooter,Floor,1,6,0,0,0,0,UNKNOWN,0,0,2,yes,High Goal is Meh
332,1,Alex,5420,58,yes,0,0,0,0,0,0,0,0,3,4,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,yes,
333,1,Caleb Zhang,4454,58,yes,0,0,0,0,0,0,0,0,3,4,4,UNKNOWN,Defender,Human,0,0,0,0,0,0,UNKNOWN,0,0,0,yes,
334,1,Adit,4373,58,yes,0,0,0,0,0,0,0,1,3,4,3,UNKNOWN,Gear,Human,0,0,0,0,0,0,Human,1,1,3,no,
335,1,Alyssa,486,58,yes,0,0,0,0,0,0,1,1,4,3,4,UNKNOWN,UNKNOWN,Autoloader,0,0,0,0,0,0,Human,3,3,3,yes,
336,1,Adit,225,57,yes,17,17,0,0,0,0,0,0,4,4,3,UNKNOWN,Shooter,Autoloader,0,0,80,0,0,0,Human,0,0,2,yes,
337,1,Sanj,5490,57,no,0,0,0,0,0,0,0,0,3,3,4,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,1,3,no,
338,1,Cole,341,57,yes,1,5,0,0,0,0,0,1,4,5,4,UNKNOWN,Shooter,Autoloader,0,0,0,0,0,0,Human,2,2,3,no,
339,1,REDACTED,5181,57,no,0,0,0,0,0,0,1,0,4,5,3,UNKNOWN,UNKNOWN,Human,0,0,0,0,0,0,Human,3,3,1,yes,
340,1,Alyssa,433,57,yes,0,0,0,0,0,0,0,0,4,3,3,UNKNOWN,UNKNOWN,Human,0,0,0,0,0,0,Human,1,2,0,yes,
341,1,Alex,1168,57,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,2,no,didnt do much
342,1,Cole,204,56,yes,1,4,0,0,0,0,0,1,3,3,3,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,Human,0,0,2,no,slow
343,1,Adit,708,56,yes,0,0,0,0,0,0,0,0,4,4,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,4,4,3,yes,
344,1,Alex,2590,56,no,0,2,0,0,0,0,1,1,4,4,4,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,2,2,3,no,good picking up gears
345,1,Caleb,203,52,no,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,Autoloader,2,7,28,0,0,0,Human,2,2,1,no,
346,1,Alyssa,6226,56,yes,0,0,0,0,0,0,0,0,3,3,2,UNKNOWN,UNKNOWN,Autoloader,0,0,0,0,0,0,Human,0,3,0,yes,
347,1,Sanjna,2234,56,yes,0,0,0,0,0,0,0,0,1,1,1,UNKNOWN,Stand-Alone,UNKNOWN,6,10,60,0,0,0,UNKNOWN,0,0,0,no,
348,1,Ava,2095,61,yes,0,0,0,0,0,0,0,0,3,3,2,UNKNOWN,Defender,Autoloader,0,0,0,0,0,0,UNKNOWN,0,0,0,yes,helped stuck robot
349,1,Mei Rose,5420,61,yes,0,0,0,0,0,0,0,1,3,4,4,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,4,no,decent
350,1,Connor,5407,61,no,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,UNKNOWN,2,2,2,yes,
351,1,David,341,61,yes,0,5,0,0,0,0,0,0,3,3,3,UNKNOWN,Shooter,UNKNOWN,0,15,0,0,0,0,UNKNOWN,5,5,2,yes,
352,1,Justin,5420,61,yes,0,0,0,0,0,0,0,0,4,5,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,4,4,4,no,
353,1,Adit,4454,60,no,0,0,0,0,0,0,0,0,3,3,2,UNKNOWN,Shooter,Floor,0,0,0,0,0,0,UNKNOWN,0,0,2,no,lost coms
354,1,Alex,4342,60,yes,0,0,0,0,0,0,1,1,4,3,3,UNKNOWN,Gear,UNKNOWN,0,3,0,0,0,0,Human,3,4,3,yes,
355,1,Sanjna,1168,60,no,0,0,0,0,0,0,0,0,2,2,1,UNKNOWN,Stand-Alone,UNKNOWN,0,0,0,0,0,0,Human,0,0,2,no,
356,1,Alyssa,484,59,no,1,8,0,0,0,0,0,0,3,4,4,UNKNOWN,Shooter,Floor,0,0,0,0,0,0,UNKNOWN,0,0,2,no,
357,1,Cole,203,60,yes,0,0,0,0,0,0,1,1,4,2,3,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,Human,1,2,2,yes,
358,1,Alyssa,4373,60,no,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,no,got stuck in gear loading area
359,1,Adit,1218,59,yes,0,0,0,0,0,0,0,0,4,4,2,UNKNOWN,Gear,Autoloader,0,0,0,0,0,0,Floor,1,2,3,yes,
360,1,Cole,321,59,yes,0,0,0,0,0,0,0,1,3,3,4,UNKNOWN,Defender,Autoloader,0,0,0,0,0,0,UNKNOWN,0,1,2,no,died near red airship
361,1,Caleb,304,59,no,0,0,0,0,0,0,1,0,2,4,2,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,2,2,1,yes,
362,1,Sanjna,5407,59,no,0,0,0,0,0,0,1,0,1,1,1,UNKNOWN,Stand-Alone,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,no,broke during teleop
363,1,Alex,204,59,yes,0,0,0,3,5,60,0,0,2,3,2,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,3,yes,
364,1,Caleb,304,59,no,0,0,0,0,0,0,1,0,2,4,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,1,yes,
365,1,Trey,484,64,yes,0,0,0,0,0,0,0,0,3,3,1,UNKNOWN,Gear,Floor,0,0,0,0,0,0,Human,1,1,3,yes,
366,1,Trey,5404,61,yes,0,0,0,0,0,0,1,0,3,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,1,4,yes,
367,1,Trey,3974,62,yes,0,0,0,0,0,0,1,0,3,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,2,2,0,yes,
368,1,Trey,6226,63,yes,0,0,0,0,0,0,1,0,3,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,1,3,yes,
369,1,Ava,225,64,yes,14,25,56,0,0,0,0,0,4,3,3,UNKNOWN,Stand-Alone,Autoloader,30,50,60,0,0,0,Human,1,1,0,no,
370,1,Connor,2191,64,yes,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,Gear,Floor,0,0,0,0,0,0,Human,2,2,3,yes,
371,2,Maxwell,3974,1,yes,0,0,0,0,0,0,1,1,4,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,5,5,4,yes,
372,2,Ava,2600,1,yes,0,0,0,0,0,0,0,1,4,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,4,no,Almost climbed but got stuck
373,2,Adit,3637,1,yes,0,0,0,0,0,0,1,1,3,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,3,3,4,yes,
374,2,Nicole,1676,1,yes,0,0,0,0,0,0,1,1,3,4,2,UNKNOWN,Gear,Autoloader,0,0,0,0,0,0,Human,3,3,4,yes,
375,2,Cole,103,1,yes,0,0,0,0,0,0,0,1,4,4,4,UNKNOWN,Gear,Autoloader,0,0,0,0,0,0,Human,3,3,4,yes,
376,2,Joe,4285,1,yes,0,0,0,0,0,0,0,1,3,4,2,UNKNOWN,Stand-Alone,UNKNOWN,0,0,0,0,0,0,Human,4,4,4,yes,
377,2,Adit,102,2,yes,0,0,0,0,0,0,0,1,2,3,2,UNKNOWN,Gear,Floor,0,0,0,0,0,0,Human,1,1,3,yes,difficulty human loading. losts comms halfway into the match.
378,2,Cole,1495,2,yes,0,5,0,0,0,0,0,1,3,3,2,UNKNOWN,Stand-Alone,Autoloader,0,0,0,0,0,0,Human,1,1,3,yes,
379,2,Nicole,203,2,yes,0,0,0,0,0,0,1,1,4,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,3,3,3,yes,
380,2,Ava,1712,2,yes,0,0,0,0,0,0,0,1,3,1,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,4,5,3,yes,
381,2,Joe,1403,2,no,0,0,0,0,0,0,1,1,4,3,4,UNKNOWN,Stand-Alone,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,
382,2,Adit,219,3,yes,0,0,0,0,0,0,0,0,3,3,2,UNKNOWN,Stand-Alone,Floor,0,0,65,0,0,0,Human,1,1,3,yes,
383,2,Nicole,1370,3,no,3,8,0,0,0,0,0,0,1,3,1,UNKNOWN,Gear,Human,0,0,0,0,0,0,Human,1,1,3,yes,
384,2,Joe,486,3,yes,0,0,0,0,0,0,1,1,4,4,4,UNKNOWN,Stand-Alone,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,
385,2,Ava,1923,3,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,tried to score a gear in auto
386,2,Cole,4637,3,yes,0,0,0,0,0,0,0,0,2,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,2,2,3,yes,
387,2,Maxwell,5181,3,yes,0,0,0,0,0,0,0,0,4,4,4,UNKNOWN,Gear,Human,0,0,0,0,0,0,Human,3,3,3,no,
388,2,Ava,5407,4,yes,0,0,0,0,0,0,0,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,3,3,4,yes,
389,2,Nicole,2729,4,yes,0,0,0,0,0,0,1,1,4,4,3,UNKNOWN,Gear,UNKNOWN,0,2,0,0,0,0,Human,3,3,4,yes,
390,2,Joe,3142,4,yes,0,0,0,0,0,0,0,1,3,3,3,UNKNOWN,Stand-Alone,UNKNOWN,0,0,0,0,0,0,Human,3,3,4,no,
391,2,Maxwell,75,4,yes,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,3,3,4,yes,
392,2,Adit,303,4,yes,7,8,0,0,0,0,1,1,4,4,3,UNKNOWN,Stand-Alone,Floor,0,0,0,0,0,0,Human,4,4,4,yes,
393,2,Cole,1640,4,yes,0,0,0,0,0,0,0,1,4,3,4,UNKNOWN,Gear,Autoloader,0,0,0,0,0,0,Human,4,4,4,yes,
394,2,Adit,2590,5,yes,0,4,0,0,0,0,0,1,3,3,3,UNKNOWN,Stand-Alone,Human,0,0,0,0,0,0,Floor,2,3,4,no,
395,2,Cole,3314,5,yes,6,9,0,0,0,0,0,1,4,4,3,UNKNOWN,Stand-Alone,Autoloader,0,0,0,0,0,0,Human,4,4,4,yes,
396,2,Nicole,193,5,yes,0,0,0,0,0,0,1,1,4,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,4,4,4,yes,
397,2,Joe,2607,5,yes,0,0,0,0,0,0,1,1,4,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,4,4,4,yes,
398,2,Ava,1257,5,yes,0,0,0,0,0,0,1,1,4,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,4,4,yes,
399,2,Maxwell,433,5,yes,0,0,0,0,0,0,0,1,3,3,3,UNKNOWN,Gear,Autoloader,0,0,0,0,0,0,Human,3,3,4,yes,
400,2,Nicole,708,6,yes,0,0,0,0,0,0,1,1,4,1,3,UNKNOWN,Gear,Human,0,0,0,0,0,0,Floor,4,4,3,yes,
401,2,Cole,365,6,yes,3,10,0,0,0,0,1,1,4,3,3,UNKNOWN,Stand-Alone,Autoloader,0,0,0,0,0,0,Human,2,2,3,yes,
402,2,Maxwell,2458,6,yes,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,Gear,Autoloader,0,0,0,0,0,0,Floor,2,2,3,yes,
403,2,Adit,3929,6,yes,0,0,0,0,0,0,0,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,yes,
404,2,Ava,341,6,yes,0,4,0,0,0,0,0,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,3,3,no,
405,2,Ava,11,7,yes,0,0,0,0,0,0,0,1,2,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,0,1,3,yes,
406,2,Joe Tate,1807,7,yes,0,0,0,0,0,0,0,0,3,3,4,Far Launchpad,Defender,Floor,0,0,0,0,0,0,Floor,3,3,3,yes,Floor pickup was obbly could loge the gear
407,2,Adit,4342,7,yes,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,Stand-Alone,Floor,0,0,0,0,0,0,Human,1,2,3,yes,
408,2,Nicole,555,7,yes,0,0,0,0,0,0,0,1,2,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,yes,
409,2,Cole,1218,7,yes,0,0,0,0,0,0,0,0,3,3,4,Far Launchpad,Defender,Floor,0,0,0,0,0,0,Floor,3,3,3,yes,Floor pickup was wobbly could lodge gear
410,2,Maxwell,834,7,yes,0,0,0,0,0,0,0,1,2,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,yes,
411,2,Joe Tate,1279,7,yes,0,0,0,0,0,0,1,0,4,4,3,UNKNOWN,Gear,UNKNOWN,2,2,0,0,0,0,UNKNOWN,2,2,3,yes,
412,2,Maxwell,56,8,yes,0,0,0,0,0,0,0,1,2,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,yes,
413,2,Cole,5401,8,yes,7,10,0,0,0,0,0,1,4,4,3,UNKNOWN,Stand-Alone,Autoloader,0,0,0,0,0,0,Human,3,3,3,yes,
414,2,Adit,222,8,yes,0,0,0,0,0,0,1,1,4,4,3,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,Floor,2,2,3,yes,Floor pickup on one side handles gear intake on other
415,2,Joe,816,8,yes,0,0,0,0,0,0,1,1,4,4,4,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,
416,2,Ava,225,8,yes,16,25,0,0,0,0,0,0,5,5,5,UNKNOWN,Gear,Floor,52,65,0,0,0,0,Human,3,3,3,yes,Very good
417,2,Nicole,4750,8,yes,0,0,0,0,0,0,0,0,1,1,1,UNKNOWN,Gear,UNKNOWN,0,3,0,0,0,0,Human,1,3,3,yes,Dropped 5 gears at HP station
418,2,Maxwell,4575,9,no,0,0,0,0,0,0,0,1,3,3,3,Key,Gear,Autoloader,2,4,0,0,0,0,Human,2,3,3,yes,
419,2,Ava,316,9,yes,0,0,0,0,0,0,0,0,4,4,4,UNKNOWN,Gear,Human,0,16,0,0,0,0,Floor,4,4,3,yes,Efficient gear placement
420,2,Joe,2539,9,yes,0,0,0,0,0,0,0,1,4,3,4,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,2,yes,
421,2,Nicole,5420,9,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,Human,0,0,0,0,0,0,Human,2,2,3,yes,Died a couple seconds into it until about 50 secs
422,2,Cole,223,9,yes,0,0,0,0,0,0,1,1,3,3,4,UNKNOWN,Gear,Floor,0,3,0,0,0,0,Human,1,2,3,yes,
423,2,Adit,272,9,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,2,3,3,yes,Tried spilling fuel to impede other robots
424,2,Maxwell,1391,10,yes,3,10,0,0,0,0,0,0,3,3,3,UNKNOWN,Shooter,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,no,ROBOT NO MOVE
425,2,Adit,25,10,yes,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,0,0,3,no,
426,2,Maxwell,6226,10,no,0,0,0,0,0,0,0,0,2,2,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,2,2,yes,
427,2,Nicole,5895,10,yes,0,0,0,0,0,0,0,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,2,3,yes,
428,2,Ava,747,10,yes,0,10,0,0,0,0,0,1,3,3,3,UNKNOWN,Shooter,Floor,20,30,0,0,0,0,UNKNOWN,1,1,3,yes,
429,2,Cole,293,10,yes,0,0,0,0,0,0,1,1,3,3,4,UNKNOWN,Defender,Autoloader,0,0,0,0,0,0,Human,3,3,2,yes,Seemed pretty good
430,2,Nicole,303,11,yes,3,10,0,0,0,0,0,1,3,4,2,UNKNOWN,Gear,Floor,0,0,0,0,0,0,Human,3,4,4,yes,
431,2,Cole,365,11,yes,3,0,0,0,0,0,1,1,4,4,3,UNKNOWN,Shooter,Floor,2,5,0,0,0,0,Human,4,4,4,yes,Penalty for reaching out airship; shooter inconsistent shot at end of match
432,2,Anon,1403,11,yes,0,0,0,0,0,0,0,0,4,4,4,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,3,3,4,yes,
433,2,,0,0,yes,0,0,0,0,0,0,0,0,4,4,3,UNKNOWN,Stand-Alone,Floor,0,0,0,0,0,0,Human,0,0,0,yes,
434,2,Adit,5181,11,yes,0,0,0,0,0,0,1,1,4,4,3,UNKNOWN,Stand-Alone,Floor,0,0,0,0,0,0,Human,2,2,4,yes,
435,2,,0,0,yes,0,0,0,0,0,0,0,0,4,4,3,UNKNOWN,Stand-Alone,Floor,0,0,0,0,0,0,Human,0,0,0,yes,
436,2,,0,0,yes,0,0,0,0,0,0,0,0,4,4,3,UNKNOWN,Stand-Alone,Floor,0,0,0,0,0,0,Human,0,0,0,yes,
437,2,Zara,2590,11,no,0,0,0,0,0,0,1,0,4,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,2,2,3,no,
438,2,Ava,3974,11,yes,0,0,0,0,0,0,0,1,5,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,4,4,4,yes,
439,2,Ava,1495,12,yes,0,0,0,0,0,0,0,0,4,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,Consistent
440,2,Zara,555,12,yes,0,0,0,0,0,0,0,1,3,3,1,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,3,3,yes,
441,2,Nicole,2600,12,yes,0,0,0,0,0,0,0,0,4,3,5,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,
442,2,Joe,1640,12,yes,0,6,0,0,0,0,1,1,4,4,3,UNKNOWN,Stand-Alone,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,no,
443,2,Adit,2458,12,yes,0,0,0,0,0,0,0,0,2,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,2,2,3,yes,Use an arm for floor gear pickup kick the gear around to the airship
444,2,Cole,5407,12,yes,3,10,0,0,0,0,0,1,4,3,2,UNKNOWN,Stand-Alone,UNKNOWN,0,0,0,0,0,0,Floor,4,4,3,yes,
445,2,Ava,222,13,yes,0,0,0,0,0,0,1,1,4,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,4,4,4,yes,
446,2,Cole,4342,13,yes,0,0,0,0,0,0,0,1,3,4,4,UNKNOWN,Defender,Floor,0,0,0,0,0,0,Human,4,4,4,yes,Oddly shaped
447,2,Nicole,1923,13,no,0,0,0,0,0,0,0,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,4,yes,
448,2,Max,708,13,no,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,2,3,4,yes,Clunky
449,2,Joe,2607,13,yes,0,0,0,0,0,0,1,0,4,4,4,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,3,3,4,yes,
450,2,Adit,3929,13,yes,0,0,0,0,0,0,0,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,4,4,yes,
451,2,Ava,5401,14,yes,6,6,0,0,0,0,0,0,3,3,3,UNKNOWN,Shooter,Human,20,58,0,0,0,0,Human,4,4,3,yes,
452,2,Maxwell,1370,14,no,0,0,0,0,0,0,0,0,2,2,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,2,3,yes,
453,2,Joe,2729,14,no,0,0,0,0,0,0,0,0,2,4,4,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,no,
454,2,Adit,1218,14,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Floor,3,3,3,yes,Moves gears by kicking around (can't really read it)
455,2,Nicole,193,14,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,3,5,3,yes,
456,2,Joe,316,15,yes,0,0,0,0,0,0,0,0,4,4,4,UNKNOWN,Shooter,Autoloader,0,0,0,0,0,0,Human,3,3,3,yes,
457,2,Leah,25,15,yes,0,0,0,0,0,0,1,1,4,4,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,4,4,3,no,
458,2,Maxwell,11,15,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,2,2,3,yes,
459,2,Ava,102,15,yes,0,0,0,0,0,0,0,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,no,
460,2,Adit,4285,15,yes,0,0,0,0,0,0,0,1,2,3,3,UNKNOWN,Gear,Floor,0,0,0,0,0,0,Human,1,1,3,yes,
461,2,Cole,5895,15,no,0,10,0,0,0,0,0,0,3,3,4,UNKNOWN,Stand-Alone,Autoloader,3,5,0,0,0,0,Human,2,2,3,no,
462,2,Eunji,203,16,yes,0,0,0,0,0,0,1,1,4,5,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,4,4,4,yes,
